Speed_kmh,Acceleration_ms2,Braking_Pattern,Distance_Driven_km,Location_History,Vehicle_Make,Vehicle_Model,Vehicle_Year,Safety_Features,Past_Claims,Previous_Policy_Lapses,Accident_History,Road_Conditions,Weather_Data,Traffic_Congestion,Current_Premium,Policy_Type,Deductibles,Dynamic_Premium
89,1.49,Smooth,8775,Highway,Chevrolet,Coupe,2023,Standard,0,1,Minor,Moderate,Rain,Moderate,25721,Third-Party,1868,59526
56,2.52,Smooth,7625,Urban,Mercedes,SUV,2012,Standard,3,2,Minor,Moderate,Rain,Moderate,23667,Comprehensive,4321,66218
52,1.04,Smooth,23500,Urban,Ford,Truck,2017,Standard,2,0,None,Moderate,Clear,Moderate,34129,Pay-As-You-Drive,2548,64635
69,0.56,Smooth,9691,Rural,Mercedes,Convertible,2017,Basic,4,1,None,Moderate,Clear,Low,7167,Third-Party,1821,16600
94,1.76,Smooth,19510,Highway,Toyota,Hatchback,2006,Advanced,1,0,None,Good,Clear,Low,7222,Pay-As-You-Drive,2467,16770
55,3.66,Smooth,14431,Rural,BMW,Hatchback,2010,Basic,0,0,None,Good,Rain,Moderate,15093,Third-Party,2165,35811
31,0.98,Moderate,13375,Suburban,Chevrolet,Truck,2019,Standard,3,2,Minor,Moderate,Clear,Low,14067,Third-Party,3329,31004
31,3.75,Smooth,23680,Urban,Ford,SUV,2012,Basic,4,2,None,Poor,Clear,Moderate,33727,Third-Party,4784,101063
113,1.07,Moderate,9911,Highway,Toyota,Hatchback,2003,Basic,1,2,Minor,Good,Rain,Low,28316,Comprehensive,1643,76739
45,1.01,Harsh,18233,Rural,BMW,Coupe,2020,Advanced,0,0,None,Poor,Clear,Moderate,10547,Pay-As-You-Drive,2040,17162
102,1.94,Moderate,22722,Rural,Chevrolet,Truck,2003,Standard,2,1,None,Good,Rain,High,27806,Pay-As-You-Drive,2485,76079
118,1.78,Moderate,9329,Rural,Tesla,SUV,2021,Advanced,1,2,None,Good,Clear,Low,23577,Pay-As-You-Drive,1323,69041
92,0.57,Smooth,7803,Rural,Tesla,Truck,2011,Standard,2,2,None,Moderate,Fog,Moderate,12934,Third-Party,2294,32461
68,3.47,Smooth,6266,Highway,Chevrolet,Hatchback,2014,Standard,3,2,None,Good,Clear,Low,26289,Pay-As-You-Drive,550,82386
116,0.64,Moderate,23129,Suburban,BMW,SUV,2002,Basic,3,2,None,Moderate,Rain,High,20390,Third-Party,1176,57614
60,2.24,Smooth,13464,Rural,Mercedes,Convertible,2022,Standard,1,2,None,Good,Rain,Moderate,15131,Pay-As-You-Drive,1664,38725
83,1.66,Smooth,19352,Suburban,BMW,Coupe,2007,Standard,3,0,Major,Poor,Rain,Moderate,33898,Pay-As-You-Drive,1319,81613
74,2.71,Smooth,7767,Urban,Tesla,SUV,2003,Standard,0,0,None,Good,Clear,Low,38944,Pay-As-You-Drive,2195,89326
83,2.81,Moderate,10189,Highway,Honda,Convertible,2005,Standard,1,1,None,Good,Clear,Moderate,33533,Third-Party,790,90319
40,2.39,Smooth,19549,Suburban,Ford,Convertible,2020,Standard,0,1,None,Poor,Clear,Moderate,39947,Pay-As-You-Drive,4210,85113
119,3.16,Smooth,14983,Highway,Chevrolet,Coupe,2015,Standard,0,1,None,Good,Rain,Low,9636,Comprehensive,1082,28734
113,1.75,Smooth,1279,Urban,Chevrolet,Truck,2022,Standard,4,1,None,Moderate,Rain,Low,38704,Third-Party,553,115311
73,1.09,Moderate,10682,Rural,Toyota,Truck,2023,Standard,3,0,None,Good,Clear,High,25322,Third-Party,3596,55252
117,1.36,Smooth,26703,Highway,Mercedes,SUV,2020,Basic,3,0,Minor,Poor,Clear,High,36062,Pay-As-You-Drive,4511,94312
47,3.55,Smooth,1973,Rural,BMW,Convertible,2019,Advanced,0,0,None,Good,Clear,Low,6520,Third-Party,4109,14867
61,2.41,Smooth,24777,Urban,Mercedes,SUV,2019,Standard,4,1,None,Poor,Clear,Low,6822,Comprehensive,3173,18499
46,1.02,Harsh,15504,Urban,Tesla,Sedan,2015,Standard,2,2,None,Good,Rain,Low,15190,Third-Party,1509,33997
51,0.75,Moderate,13180,Rural,Ford,Convertible,2020,Basic,4,1,None,Poor,Clear,Low,8261,Pay-As-You-Drive,2342,18270
68,1.46,Moderate,24970,Highway,Toyota,Convertible,2012,Standard,0,1,None,Poor,Clear,High,5492,Third-Party,1835,11705
116,1.08,Smooth,27319,Highway,BMW,SUV,2007,Advanced,1,0,None,Poor,Clear,Moderate,16217,Comprehensive,3771,37886
92,2.94,Smooth,10936,Suburban,Tesla,Truck,2008,Advanced,1,0,None,Moderate,Clear,Moderate,41533,Comprehensive,1057,108014
61,3.55,Smooth,11294,Highway,Toyota,Truck,2018,Basic,3,0,Major,Good,Clear,Moderate,45154,Comprehensive,2442,121705
79,3.23,Moderate,4646,Highway,Tesla,Coupe,2023,Basic,3,2,Minor,Good,Snow,High,39710,Third-Party,4291,125715
89,3.29,Moderate,11040,Highway,Chevrolet,Convertible,2001,Standard,2,2,None,Moderate,Rain,Low,44318,Third-Party,1713,140223
115,0.58,Smooth,28091,Suburban,Ford,Hatchback,2021,Advanced,3,0,Minor,Moderate,Clear,Low,44451,Comprehensive,2113,106778
85,1.51,Smooth,13352,Rural,Tesla,Sedan,2021,Standard,2,2,None,Good,Clear,Low,23869,Comprehensive,2640,64120
36,1.52,Moderate,23567,Suburban,Toyota,Convertible,2011,Standard,2,1,None,Good,Clear,Low,23369,Comprehensive,753,48588
97,3.56,Moderate,27659,Suburban,BMW,Truck,2005,Standard,3,1,None,Good,Clear,High,37321,Third-Party,2755,119359
79,3.52,Moderate,24285,Rural,Ford,Convertible,2008,Standard,3,0,None,Poor,Rain,High,14468,Pay-As-You-Drive,3923,41058
51,3.43,Harsh,18153,Highway,Tesla,SUV,2016,Advanced,0,0,Major,Moderate,Fog,Moderate,5845,Third-Party,3757,13335
75,3.76,Smooth,10965,Highway,Ford,Truck,2023,Basic,2,2,Major,Poor,Rain,High,16508,Third-Party,3573,52266
33,0.93,Smooth,26486,Rural,Ford,SUV,2013,Standard,1,2,None,Good,Rain,Low,27075,Pay-As-You-Drive,4825,54386
45,2.15,Moderate,20746,Suburban,Mercedes,Truck,2012,Basic,4,2,None,Moderate,Fog,Low,23081,Pay-As-You-Drive,4337,62619
55,1.39,Smooth,7602,Rural,Toyota,Sedan,2004,Standard,4,2,None,Good,Clear,Low,13055,Comprehensive,4783,34012
34,2.47,Smooth,20138,Urban,Chevrolet,Convertible,2016,Basic,1,1,Minor,Poor,Clear,High,48850,Pay-As-You-Drive,2790,107459
58,2.04,Harsh,6980,Highway,Ford,Sedan,2017,Standard,4,1,Minor,Poor,Clear,High,24121,Pay-As-You-Drive,3614,62583
46,2.35,Smooth,18057,Highway,Mercedes,Convertible,2010,Basic,3,1,None,Good,Clear,Low,5176,Pay-As-You-Drive,2033,12790
58,1.29,Smooth,14502,Highway,Chevrolet,Hatchback,2023,Basic,3,2,Minor,Good,Rain,Moderate,32971,Pay-As-You-Drive,3117,82618
95,3.66,Smooth,21374,Urban,Honda,Sedan,2018,Advanced,0,2,None,Good,Clear,High,25352,Pay-As-You-Drive,3596,78747
58,1.37,Smooth,26603,Urban,Honda,Hatchback,2019,Basic,0,2,Minor,Moderate,Clear,Moderate,49032,Pay-As-You-Drive,3289,109165
31,1.41,Smooth,2453,Urban,Chevrolet,Coupe,2014,Standard,4,2,Minor,Good,Clear,High,6259,Pay-As-You-Drive,4054,15095
36,1.05,Smooth,20785,Rural,BMW,Convertible,2019,Basic,2,0,None,Good,Clear,Moderate,25332,Third-Party,2190,44659
46,1.18,Moderate,16072,Suburban,Ford,Convertible,2008,Standard,4,1,None,Good,Snow,Moderate,12518,Third-Party,3952,28525
33,1.45,Smooth,5037,Rural,Chevrolet,Convertible,2015,Standard,3,1,Minor,Good,Clear,Moderate,45097,Third-Party,2883,96357
70,1.78,Smooth,2512,Rural,Chevrolet,Hatchback,2007,Advanced,2,1,Minor,Poor,Clear,Moderate,31743,Comprehensive,2127,77060
98,3.79,Moderate,4735,Suburban,Tesla,Coupe,2013,Standard,0,2,None,Good,Clear,Low,38826,Pay-As-You-Drive,4785,122847
46,1.92,Smooth,20590,Rural,Toyota,Sedan,2000,Standard,0,0,None,Poor,Rain,Low,48652,Comprehensive,4265,90643
32,1.22,Harsh,11264,Highway,Ford,Convertible,2020,Advanced,1,2,None,Good,Clear,Moderate,48960,Pay-As-You-Drive,2631,101482
37,3.91,Smooth,18585,Rural,Ford,Truck,2013,Basic,3,1,Major,Poor,Snow,Moderate,44242,Comprehensive,2018,123274
114,3.8,Moderate,26638,Highway,BMW,Convertible,2001,Standard,4,2,Major,Moderate,Rain,Low,11911,Comprehensive,3155,44057
49,2.66,Smooth,7916,Rural,Honda,SUV,2021,Standard,0,2,None,Good,Clear,Low,13256,Comprehensive,1855,32771
40,1.8,Moderate,22780,Suburban,Mercedes,Coupe,2005,Standard,4,2,None,Moderate,Clear,Low,7074,Pay-As-You-Drive,2950,18271
104,0.7,Smooth,1309,Highway,Honda,Hatchback,2003,Standard,0,0,None,Moderate,Clear,Moderate,42904,Third-Party,3393,87626
117,1.57,Smooth,26078,Rural,Toyota,Truck,2016,Standard,1,0,Major,Good,Clear,High,11729,Third-Party,4140,28952
70,0.64,Smooth,28536,Suburban,Honda,Coupe,2000,Standard,2,1,None,Good,Fog,Low,13475,Third-Party,1282,28874
45,1.42,Smooth,11387,Suburban,Mercedes,SUV,2004,Standard,4,1,Major,Poor,Clear,Moderate,34087,Pay-As-You-Drive,1901,79461
75,1.27,Smooth,16123,Rural,Mercedes,Hatchback,2019,Advanced,0,0,Minor,Moderate,Clear,Low,39218,Third-Party,3965,76198
97,1.05,Harsh,12793,Rural,Chevrolet,Truck,2016,Advanced,2,1,None,Good,Rain,Moderate,8088,Comprehensive,1855,19990
86,3.81,Smooth,23714,Urban,Toyota,Coupe,2011,Standard,0,2,None,Moderate,Snow,Low,31961,Third-Party,819,98104
66,3.66,Smooth,4270,Highway,BMW,Truck,2012,Basic,3,1,None,Moderate,Clear,High,13948,Comprehensive,1373,41346
111,2.92,Smooth,11903,Urban,Mercedes,Convertible,2008,Advanced,3,2,Minor,Poor,Fog,Moderate,47377,Third-Party,1717,158900
74,0.54,Smooth,28429,Rural,Mercedes,Truck,2008,Standard,1,0,Major,Moderate,Clear,Moderate,31595,Third-Party,1840,58475
34,1.7,Smooth,27705,Rural,Mercedes,Truck,2022,Basic,0,2,None,Good,Clear,Low,25186,Comprehensive,2792,53078
82,1.26,Smooth,11441,Highway,Honda,Convertible,2009,Standard,3,0,Major,Moderate,Snow,Low,14709,Third-Party,3317,33813
50,1.88,Smooth,7298,Rural,BMW,Coupe,2009,Standard,3,2,Major,Poor,Clear,Low,42220,Comprehensive,1528,109226
61,3.11,Harsh,8024,Suburban,Tesla,Sedan,2018,Standard,0,0,None,Moderate,Clear,Low,32523,Third-Party,993,74359
83,3.38,Smooth,3581,Rural,Ford,Sedan,2001,Basic,3,0,Minor,Good,Fog,Moderate,47880,Comprehensive,2156,135832
52,1.75,Smooth,16883,Highway,Ford,Sedan,2018,Standard,1,2,None,Moderate,Rain,Low,11813,Pay-As-You-Drive,4414,27994
89,2.72,Moderate,15320,Suburban,Chevrolet,Sedan,2004,Standard,3,1,None,Moderate,Clear,Moderate,31041,Pay-As-You-Drive,4789,90653
88,2.22,Smooth,25554,Urban,Ford,Hatchback,2010,Advanced,3,0,None,Good,Clear,Low,39655,Third-Party,4554,102681
99,2.87,Smooth,27722,Rural,BMW,Hatchback,2014,Standard,2,0,None,Good,Clear,Moderate,36253,Pay-As-You-Drive,4964,99437
54,2.46,Smooth,28719,Suburban,Honda,Convertible,2009,Advanced,1,1,None,Good,Clear,High,48173,Pay-As-You-Drive,4995,113942
43,2.29,Smooth,18415,Rural,Tesla,SUV,2009,Standard,4,1,None,Moderate,Clear,Moderate,40767,Comprehensive,1629,103220
94,1.5,Moderate,22767,Rural,Chevrolet,Coupe,2008,Standard,0,0,Minor,Moderate,Snow,Moderate,25633,Third-Party,1888,55322
104,1.82,Smooth,26251,Rural,Toyota,Convertible,2003,Advanced,3,2,None,Moderate,Clear,Moderate,43627,Pay-As-You-Drive,3421,131823
91,3.89,Moderate,14191,Suburban,Chevrolet,Convertible,2016,Standard,0,1,Major,Good,Clear,Moderate,28985,Pay-As-You-Drive,1661,84975
75,3.67,Smooth,26660,Highway,Chevrolet,Truck,2008,Standard,1,2,None,Poor,Fog,High,42411,Pay-As-You-Drive,1021,128988
100,3.71,Smooth,10754,Suburban,Honda,Coupe,2018,Standard,0,0,None,Poor,Snow,Moderate,6601,Comprehensive,2342,18231
87,1.84,Smooth,15585,Urban,Toyota,Sedan,2016,Standard,1,2,None,Good,Rain,Low,42676,Third-Party,3654,114635
33,1.28,Harsh,14228,Highway,BMW,SUV,2021,Basic,1,2,Major,Good,Clear,Low,38466,Pay-As-You-Drive,1506,80605
58,1.33,Smooth,20010,Suburban,Chevrolet,Sedan,2002,Standard,1,1,None,Good,Clear,High,9209,Pay-As-You-Drive,1491,19483
105,1.04,Smooth,22384,Urban,Tesla,Convertible,2007,Basic,1,1,None,Moderate,Clear,Moderate,34083,Pay-As-You-Drive,3203,82999
34,3.59,Moderate,16846,Highway,Ford,Coupe,2022,Advanced,3,2,None,Good,Rain,Low,14647,Comprehensive,3093,42188
48,1.22,Harsh,5637,Highway,Tesla,Hatchback,2014,Standard,2,1,Minor,Moderate,Snow,Low,22476,Comprehensive,4303,47337
33,2.65,Smooth,20062,Suburban,Mercedes,SUV,2006,Standard,4,1,None,Good,Fog,Moderate,7249,Third-Party,1917,18400
33,2.31,Harsh,25460,Rural,Honda,Coupe,2020,Basic,2,2,None,Moderate,Rain,High,16947,Third-Party,3435,41566
111,2.47,Smooth,4668,Urban,Chevrolet,Truck,2006,Basic,1,1,None,Moderate,Snow,Moderate,10522,Third-Party,1221,29911
79,1.51,Smooth,12645,Highway,Chevrolet,Coupe,2004,Standard,0,1,Major,Poor,Clear,Moderate,32572,Pay-As-You-Drive,4895,72821
53,1.74,Harsh,750,Urban,Chevrolet,Coupe,2009,Standard,2,2,None,Moderate,Snow,Moderate,37681,Pay-As-You-Drive,4321,93321
89,2.93,Smooth,14223,Highway,Mercedes,Coupe,2019,Basic,3,2,Major,Good,Clear,Low,41260,Third-Party,4313,130954
59,1.45,Moderate,4330,Urban,Tesla,SUV,2004,Basic,0,0,None,Poor,Fog,High,15652,Pay-As-You-Drive,1642,29005
54,3.77,Moderate,23990,Urban,Chevrolet,Hatchback,2019,Standard,3,0,None,Good,Clear,Moderate,40698,Comprehensive,2348,109615
30,2.01,Smooth,22744,Suburban,Honda,Convertible,2021,Standard,2,0,None,Good,Rain,Moderate,33239,Comprehensive,3874,64890
44,1.79,Harsh,12031,Urban,BMW,SUV,2004,Standard,3,2,None,Good,Clear,Moderate,19050,Comprehensive,3548,47912
94,3.27,Moderate,4953,Rural,Mercedes,SUV,2023,Standard,3,0,None,Moderate,Clear,High,20932,Comprehensive,1935,60705
45,1.62,Moderate,15775,Rural,Tesla,SUV,2018,Advanced,1,2,None,Good,Clear,Low,11333,Pay-As-You-Drive,989,25845
108,1.97,Smooth,18343,Highway,Tesla,Hatchback,2001,Standard,0,1,None,Good,Clear,Low,30503,Third-Party,717,79095
100,1.85,Smooth,15355,Highway,Honda,Sedan,2009,Standard,3,2,None,Moderate,Clear,Moderate,45104,Pay-As-You-Drive,3493,135094
111,2.46,Smooth,4626,Suburban,Honda,Convertible,2017,Basic,0,0,None,Poor,Clear,Moderate,11119,Comprehensive,3400,28239
63,0.88,Moderate,2255,Urban,Mercedes,Truck,2001,Standard,2,1,None,Good,Snow,Low,8158,Pay-As-You-Drive,2382,17496
56,0.66,Moderate,17799,Urban,Chevrolet,Hatchback,2010,Basic,3,2,None,Good,Rain,Low,9315,Comprehensive,1653,21714
80,3.95,Smooth,24236,Suburban,Toyota,Coupe,2017,Standard,0,0,None,Good,Rain,Low,29962,Comprehensive,4801,79522
57,0.82,Smooth,12754,Suburban,Tesla,Convertible,2015,Basic,2,0,None,Good,Clear,Moderate,30578,Pay-As-You-Drive,3543,57475
77,1.42,Smooth,25537,Urban,Mercedes,SUV,2008,Standard,3,1,None,Good,Clear,Moderate,41337,Third-Party,4655,103241
57,0.72,Smooth,23223,Rural,Tesla,SUV,2002,Standard,1,2,None,Moderate,Clear,High,17603,Third-Party,2316,37950
53,2.02,Harsh,10169,Highway,Toyota,Sedan,2010,Advanced,3,1,None,Poor,Clear,High,11951,Third-Party,979,29236
64,1.95,Smooth,2057,Suburban,Ford,SUV,2003,Basic,4,0,None,Good,Clear,Low,28770,Third-Party,2931,69669
112,2.18,Smooth,14165,Rural,Chevrolet,Sedan,2023,Standard,4,2,None,Good,Rain,Low,38776,Third-Party,3070,127145
58,2.04,Moderate,25494,Urban,Honda,Coupe,2017,Basic,3,2,None,Poor,Clear,High,45719,Third-Party,1553,123173
81,1.72,Smooth,19893,Highway,Chevrolet,Hatchback,2005,Standard,1,0,None,Good,Clear,Moderate,49498,Comprehensive,2006,109098
34,2.76,Smooth,28347,Suburban,Tesla,Truck,2007,Standard,2,2,None,Poor,Rain,Low,11673,Comprehensive,4159,30046
83,2.88,Moderate,16020,Urban,Tesla,Sedan,2012,Basic,4,1,None,Good,Clear,Moderate,24673,Comprehensive,3031,74302
67,1.7,Smooth,8418,Highway,BMW,Coupe,2017,Standard,1,1,None,Poor,Clear,Moderate,6342,Pay-As-You-Drive,4386,14486
53,0.96,Smooth,22553,Suburban,Honda,Convertible,2009,Standard,1,1,None,Moderate,Clear,Moderate,10863,Pay-As-You-Drive,3375,21526
74,2.69,Smooth,20389,Suburban,Mercedes,SUV,2007,Advanced,4,2,None,Good,Fog,Low,31259,Third-Party,3466,96568
89,3.18,Smooth,25171,Highway,Ford,Sedan,2022,Basic,4,0,Minor,Good,Clear,Low,22968,Third-Party,1490,67458
93,0.52,Moderate,24199,Highway,BMW,Convertible,2023,Standard,1,0,None,Good,Clear,High,24533,Third-Party,2291,49211
40,2.61,Smooth,25759,Highway,BMW,Convertible,2010,Standard,2,0,None,Moderate,Snow,Moderate,12012,Comprehensive,4215,26271
99,1.07,Harsh,24373,Urban,Ford,Hatchback,2012,Basic,0,1,None,Moderate,Clear,Moderate,16492,Comprehensive,3522,37788
35,3.45,Smooth,18302,Highway,Honda,SUV,2013,Standard,3,0,None,Moderate,Fog,High,31919,Pay-As-You-Drive,2620,78300
110,1.18,Smooth,3046,Suburban,Tesla,SUV,2010,Advanced,2,2,None,Poor,Clear,Low,10654,Third-Party,1906,29966
108,0.51,Smooth,4224,Highway,Ford,Convertible,2005,Basic,2,2,None,Moderate,Clear,High,40126,Pay-As-You-Drive,2965,105436
113,2.7,Smooth,3465,Highway,Mercedes,SUV,2000,Basic,1,0,Minor,Good,Snow,Low,23150,Third-Party,2323,62898
79,3.9,Smooth,6505,Highway,Ford,Convertible,2017,Standard,0,0,None,Good,Snow,Moderate,44718,Third-Party,1056,117760
83,3.51,Moderate,22651,Urban,Tesla,Hatchback,2015,Standard,0,0,Minor,Poor,Clear,Low,9006,Third-Party,4808,23128
34,0.92,Smooth,15427,Urban,Toyota,Convertible,2018,Advanced,4,0,None,Good,Clear,Low,46378,Comprehensive,3128,88701
45,0.67,Harsh,24191,Highway,Toyota,Sedan,2015,Advanced,2,2,None,Good,Clear,Moderate,21345,Comprehensive,2012,45752
68,2.86,Smooth,15151,Rural,Mercedes,SUV,2020,Advanced,2,0,Minor,Moderate,Clear,Moderate,19946,Third-Party,3042,49486
97,2.88,Smooth,18476,Urban,BMW,SUV,2022,Basic,4,2,None,Good,Clear,Low,19493,Pay-As-You-Drive,3529,64873
117,1.98,Moderate,889,Rural,Honda,SUV,2008,Standard,4,2,None,Poor,Clear,Moderate,32013,Third-Party,3079,104716
83,3.24,Smooth,11655,Urban,Toyota,Convertible,2016,Standard,3,0,Minor,Good,Clear,Low,35003,Pay-As-You-Drive,2250,98058
117,2.04,Harsh,10316,Suburban,BMW,SUV,2017,Standard,4,2,None,Good,Clear,High,47850,Third-Party,3042,157179
110,0.54,Moderate,6143,Suburban,Tesla,Sedan,2006,Standard,0,0,None,Moderate,Clear,Moderate,8205,Comprehensive,4440,16825
35,1.46,Smooth,7733,Rural,Chevrolet,Convertible,2010,Standard,2,2,None,Moderate,Clear,Moderate,46741,Comprehensive,3046,105524
49,1.5,Moderate,23552,Urban,Chevrolet,Sedan,2013,Basic,1,2,None,Good,Clear,Moderate,13585,Third-Party,4843,31033
76,1.43,Smooth,531,Highway,Mercedes,Sedan,2014,Standard,2,2,None,Good,Clear,High,27300,Third-Party,4501,70751
92,3.68,Smooth,9336,Rural,Mercedes,Hatchback,2011,Standard,3,0,Minor,Poor,Snow,Low,32736,Comprehensive,1368,97749
31,2.63,Smooth,2665,Urban,Honda,SUV,2004,Basic,2,0,Minor,Moderate,Fog,Low,38171,Comprehensive,3076,80766
114,0.77,Smooth,14517,Suburban,BMW,Hatchback,2012,Standard,2,2,Minor,Good,Rain,Low,28471,Third-Party,4047,78050
61,2.84,Smooth,3129,Highway,Tesla,Coupe,2000,Basic,0,2,None,Good,Rain,Moderate,19144,Third-Party,4095,50123
89,2.83,Smooth,6098,Urban,Honda,Sedan,2023,Standard,4,0,None,Good,Clear,Moderate,39240,Third-Party,3471,111792
49,3.21,Moderate,14365,Rural,Mercedes,Truck,2014,Standard,0,2,None,Good,Clear,High,23666,Pay-As-You-Drive,3197,61788
90,1.8,Moderate,11092,Rural,Honda,Sedan,2013,Standard,4,1,None,Good,Clear,Moderate,31836,Third-Party,3586,89129
45,3.79,Smooth,3894,Suburban,BMW,Convertible,2016,Advanced,4,1,None,Poor,Snow,Low,41622,Pay-As-You-Drive,1164,121631
113,1.53,Moderate,21991,Urban,Honda,SUV,2010,Standard,2,0,Minor,Poor,Clear,Moderate,12086,Third-Party,2005,30509
70,1.64,Smooth,29237,Suburban,Ford,Truck,2019,Standard,2,0,Major,Good,Clear,Low,24299,Third-Party,901,53322
43,2.93,Smooth,13337,Suburban,BMW,Hatchback,2000,Basic,0,2,None,Poor,Snow,Moderate,10800,Comprehensive,2111,26913
45,3.09,Moderate,11758,Highway,Ford,SUV,2002,Basic,2,1,None,Good,Clear,Moderate,30283,Third-Party,3374,77120
49,2.18,Harsh,12066,Rural,Chevrolet,Hatchback,2003,Standard,1,0,None,Good,Clear,High,45872,Third-Party,765,94245
59,1.73,Smooth,6489,Suburban,Toyota,Hatchback,2013,Basic,2,2,None,Good,Rain,Moderate,22476,Comprehensive,1949,56706
98,0.83,Smooth,1521,Rural,Toyota,Coupe,2019,Advanced,1,0,None,Good,Clear,High,15045,Third-Party,628,31944
43,3.51,Smooth,18484,Urban,Toyota,Convertible,2012,Basic,3,0,Minor,Poor,Clear,Low,5869,Comprehensive,1928,14884
112,1.55,Moderate,12602,Suburban,Ford,Coupe,2019,Standard,4,1,None,Poor,Clear,Moderate,30509,Third-Party,1993,89074
35,2.3,Smooth,10860,Urban,Toyota,Convertible,2003,Standard,1,0,None,Poor,Clear,Moderate,41670,Comprehensive,2779,81958
104,2.72,Smooth,12899,Highway,Mercedes,Truck,2020,Basic,2,0,None,Good,Rain,Moderate,18800,Pay-As-You-Drive,3548,51654
93,3.28,Smooth,17139,Suburban,Chevrolet,Convertible,2012,Standard,0,1,None,Poor,Clear,Low,26099,Comprehensive,4513,72921
117,2.72,Moderate,11610,Highway,Ford,Coupe,2011,Standard,0,0,None,Good,Clear,Low,27053,Comprehensive,4490,71836
64,1.35,Smooth,27414,Highway,Mercedes,Hatchback,2017,Basic,1,1,None,Good,Clear,High,10401,Third-Party,3613,22566
59,1.97,Smooth,4737,Urban,Honda,SUV,2000,Basic,0,2,None,Good,Clear,High,47596,Third-Party,4622,113532
99,2.82,Smooth,13963,Highway,Ford,Hatchback,2018,Standard,0,2,None,Poor,Clear,Moderate,17866,Pay-As-You-Drive,3130,52367
97,3.16,Smooth,8817,Urban,Ford,SUV,2009,Basic,1,2,None,Good,Clear,Moderate,38139,Comprehensive,1350,118147
107,1.09,Smooth,24179,Rural,Honda,SUV,2002,Basic,2,1,Minor,Good,Clear,High,5445,Pay-As-You-Drive,1910,13966
78,1.62,Smooth,24923,Highway,Toyota,Sedan,2019,Standard,1,1,None,Good,Snow,High,11414,Pay-As-You-Drive,3601,26871
55,2.84,Moderate,4902,Rural,BMW,Coupe,2008,Standard,4,0,Minor,Good,Snow,Low,47327,Third-Party,3127,121530
53,3.87,Smooth,5801,Urban,Tesla,Truck,2018,Standard,3,1,Minor,Moderate,Clear,High,42429,Comprehensive,4186,123394
116,0.63,Moderate,13305,Suburban,Chevrolet,Truck,2021,Standard,3,1,None,Good,Snow,Moderate,45369,Third-Party,4316,119079
75,0.65,Smooth,23481,Rural,Honda,Sedan,2021,Standard,0,2,None,Good,Clear,Moderate,16213,Third-Party,2770,35461
73,2.94,Moderate,8516,Highway,Ford,Hatchback,2012,Standard,2,0,None,Good,Clear,Moderate,11661,Pay-As-You-Drive,3781,29672
48,1.74,Smooth,17747,Rural,Tesla,SUV,2006,Basic,4,1,None,Good,Rain,Low,16217,Pay-As-You-Drive,3349,39476
39,1.31,Moderate,22903,Highway,Ford,Convertible,2017,Standard,4,0,None,Moderate,Clear,High,32401,Third-Party,856,66463
110,2.86,Harsh,19453,Highway,Tesla,SUV,2014,Advanced,1,0,Major,Good,Rain,High,13499,Third-Party,4859,36860
113,1.63,Smooth,8499,Urban,Tesla,Coupe,2006,Basic,2,0,None,Poor,Clear,Low,45209,Comprehensive,4297,115212
109,1.33,Smooth,2801,Suburban,Ford,Truck,2012,Standard,4,0,None,Good,Clear,High,40084,Third-Party,4083,105867
83,1.47,Moderate,5335,Suburban,Toyota,Coupe,2008,Standard,3,2,Minor,Moderate,Rain,Low,16609,Comprehensive,655,45845
103,0.64,Smooth,5825,Highway,Ford,Hatchback,2001,Advanced,2,1,Minor,Good,Clear,Moderate,27689,Pay-As-You-Drive,2186,66963
70,1.99,Smooth,19074,Rural,BMW,SUV,2012,Advanced,0,2,Minor,Poor,Fog,Moderate,15123,Comprehensive,536,37500
93,2.98,Smooth,1468,Rural,Ford,Convertible,2006,Basic,0,0,Minor,Moderate,Clear,Moderate,8178,Comprehensive,918,20598
72,1.24,Smooth,17487,Highway,Toyota,Sedan,2014,Standard,2,2,None,Good,Rain,Moderate,12645,Comprehensive,2683,31735
37,2.55,Smooth,23203,Rural,Mercedes,Coupe,2007,Advanced,4,0,Minor,Moderate,Clear,High,25655,Comprehensive,3522,60190
32,2.48,Moderate,19402,Rural,Chevrolet,Hatchback,2001,Basic,1,1,Minor,Poor,Fog,Moderate,38136,Pay-As-You-Drive,4606,83378
30,2.18,Moderate,16242,Rural,Chevrolet,Convertible,2022,Standard,0,1,Minor,Good,Rain,Moderate,8532,Third-Party,1045,17022
71,2.15,Moderate,21515,Suburban,BMW,SUV,2014,Standard,3,0,Minor,Moderate,Fog,Moderate,24768,Pay-As-You-Drive,509,60168
61,0.62,Smooth,14707,Suburban,Toyota,Truck,2004,Advanced,2,0,Minor,Moderate,Clear,High,14861,Pay-As-You-Drive,3685,27672
95,2.89,Smooth,2733,Urban,Ford,Sedan,2003,Standard,2,2,None,Good,Clear,Low,16843,Pay-As-You-Drive,3831,52435
71,1.16,Moderate,28219,Suburban,Mercedes,Convertible,2023,Advanced,1,1,Minor,Good,Clear,Moderate,31297,Third-Party,2188,68272
84,3.5,Moderate,14293,Urban,Mercedes,Convertible,2003,Standard,4,0,Major,Moderate,Clear,Low,35517,Third-Party,1008,105644
96,0.83,Moderate,4926,Suburban,Chevrolet,Convertible,2002,Standard,2,1,None,Good,Snow,Low,35296,Third-Party,1134,84947
